scheduler,time_s,mean,CI95_low,CI95_high,n
PF,21.950000000000003,5131.821072734474,,,1
PF,22.05,5146.428218185455,,,1
PF,22.15,5162.23007624425,,,1
PF,22.25,5177.125369224285,,,1
PF,22.35,5191.907777458718,,,1
PF,22.450000000000003,5206.656025890356,,,1
PF,22.55,5221.253592472848,,,1
PF,22.65,5236.559842445313,,,1
PF,22.75,5250.72254350343,,,1
PF,22.85,5265.379493226724,,,1
PF,22.950000000000003,5280.445902800922,,,1
PF,23.05,5296.562650345703,,,1
PF,23.15,5311.992046212102,,,1
PF,23.25,5326.827026850484,,,1
PF,23.35,5341.288522575026,,,1
PF,23.450000000000003,5356.146757912439,,,1
PF,23.55,5370.876007811804,,,1
PF,23.65,5385.611800324299,,,1
PF,23.75,5400.380443591172,,,1
PF,23.85,5415.656899638529,,,1
PF,23.950000000000003,5430.909304965455,,,1
PF,24.05,5445.978981818377,,,1
PF,24.15,5460.163279232115,,,1
PF,24.25,5474.434891843313,,,1
PF,24.35,5494.288027568774,,,1
PF,24.450000000000003,5527.607609626676,,,1
PF,24.55,5571.370242562625,,,1
PF,24.65,5621.715974839858,,,1
PF,24.75,5671.524308267722,,,1
PF,24.85,5724.207414582696,,,1
PF,24.950000000000003,5775.826583773269,,,1
PF,25.05,5827.71276047656,,,1
PF,25.15,5877.824206482123,,,1
PF,25.25,5926.845420109585,,,1
PF,25.35,5975.352407518371,,,1
PF,25.450000000000003,6024.033633361517,,,1
PF,25.55,6075.792683129203,,,1
PF,25.65,6127.394243766077,,,1
PF,25.75,6177.692385351354,,,1
PF,25.85,6227.211577719169,,,1
PF,25.950000000000003,6277.624774966166,,,1
PF,26.05,6328.3399631460925,,,1
PF,26.15,6379.238430443584,,,1
PF,26.25,6428.444975463418,,,1
PF,26.35,6479.438849323417,,,1
PF,26.450000000000003,6529.186105518736,,,1
PF,26.55,6579.865947046778,,,1
PF,26.65,6629.110328625567,,,1
PF,26.75,6679.573728859253,,,1
PF,26.85,6728.337035461075,,,1
